TransactionID,CustomerID,CustomerDOB,CustGender,CustLocation,CustAccountBalance,TransactionDate,TransactionTime,TransactionAmount (INR)
T697787,C7716888,25/2/75,M,PUNE,159728.51,31/8/16,192540,1464.27
T5029,C6920865,1/1/1800,M,NOIDA,2572.59,26/8/16,160630,3180.0
T436757,C4816279,7/2/62,M,NEW DELHI,27278.72,16/8/16,183356,255.0
T114557,C7883660,5/6/85,M,KRISHNAGIRI,6705.74,6/8/16,133838,1000.0
T988169,C4211326,12/8/93,M,AGRA,21266.27,15/9/16,75001,19.0
T227775,C4320256,16/8/91,M,NOIDA,4.29,8/8/16,221422,170.0
T679420,C2312350,15/10/88,M,HYDERABAD,25000.01,29/8/16,235624,1346.0
T433211,C5327570,2/12/89,M,SOUTH 24 PARGANAS,840.01,16/8/16,83249,1620.0
T894510,C7028621,21/6/88,M,GURGAON,7684.27,7/9/16,154349,76.0
T586056,C5572721,12/8/75,M,SOLAPUR,54620.97,27/8/16,215138,3868.0
T28906,C6523432,17/6/93,M,MUMBAI,13079.03,25/9/16,204359,1425.0
T1023278,C1412479,5/8/41,M,NEW DELHI,5436.43,13/9/16,163505,734.0
T562612,C1110165,27/1/92,F,NAVI MUMBAI,2840.42,27/8/16,93514,57.0
T274125,C7319344,20/8/87,F,BANGALORE,45558.05,12/8/16,200452,657.0
T630297,C7642629,31/10/79,M,DHURI DT SANGRUR,107756.24,29/8/16,194325,435.0
T982214,C7830433,28/7/83,M,GURGAON,1758576.5,15/9/16,95200,396.26
T146694,C3138371,17/10/77,M,K V RANGAREDDY,55208.83,5/8/16,203618,350.0
T980770,C4511739,16/1/82,F,MUMBAI,1218.34,15/9/16,94918,1271.0
T595162,C3035527,11/6/93,M,JAIPUR,6.62,27/8/16,192725,200.0
T611688,C8065064,23/11/87,F,BANGALORE,49049.79,26/8/16,114347,3980.0
T490012,C3735681,28/10/91,M,THANE,2.46,20/8/16,120529,50.0
T548848,C4723568,17/12/87,M,BANGALORE,21223.06,23/8/16,120920,156.0
T638738,C5936515,2/6/68,M,MUMBAI,14077.04,29/8/16,175213,50.0
T202084,C4114144,4/12/95,F,DURG,401.44,8/8/16,22615,154.0
T848621,C8534584,,F,VADODARA,84664.2,9/9/16,120703,1000.0
T228536,C2627543,4/12/84,M,GURGAON,1236.94,8/8/16,232755,120.0
T999232,C6537260,12/11/84,F,DELHI,11804.77,14/9/16,110939,11400.0
T985224,C6018344,16/9/88,F,HYDERABAD,13773.66,15/9/16,202044,1892.3
T461181,C7334012,16/10/90,M,DELHI,1369.08,21/8/16,160340,130.0
T324280,C7928724,23/5/81,M,HYDERABAD,34585.03,15/8/16,115953,150.0
T95537,C6333458,8/11/82,M,CHENNAI,65944.32,1/8/16,160448,2690.0
T929291,C3424243,7/6/86,M,THANE (W),9358.64,11/9/16,163338,1000.0
T286768,C6712518,29/7/84,F,DURGAPUR,95193.7,11/8/16,191438,626.0
T923983,C5728535,8/12/85,M,THANE,56337.74,11/9/16,55659,2017.0
T558573,C7116431,28/11/85,M,THIRUVANANTHAPURAM,140.96,27/8/16,184415,200.0
T192763,C3623965,1/1/1800,M,NOIDA,1937026.56,9/8/16,182141,350.0
T125056,C2071577,1/3/85,M,NEW DELHI,560.97,6/8/16,205004,354.0
T209937,C7922479,4/6/93,M,THANE,7027.26,3/9/16,141536,238.7
T434428,C1967775,17/11/88,M,GURGAON,423346.98,17/8/16,194132,279.0
T634136,C7342173,8/4/89,M,CHANDIGARH,10163.33,29/8/16,205131,770.0
T615677,C5440873,1/1/1800,M,DERABASSI,22302.25,26/8/16,113411,250.0
T900910,C8818616,1/4/91,M,HOOGHLY,28.32,7/9/16,3143,60.0
T952024,C1028456,4/4/88,F,MARKET NEW DELHI,4199.57,10/9/16,225552,49.0
T681648,C6418744,24/2/78,M,HYDERABAD,20.55,31/8/16,211116,380.0
T127494,C1721887,27/7/85,M,BHUBANESHWAR,4885.29,6/8/16,213621,384.0
T258835,C6623127,26/8/81,M,GHAZIABAD,66852.55,12/8/16,155747,200.0
T813483,C3262161,15/10/74,M,DELHI,123998.32,4/9/16,200947,8700.0
T561940,C1419458,7/6/84,M,PATIALA,5937.99,27/8/16,103723,50.0
T880801,C2336053,1/7/65,M,NASHIK,37761.11,7/9/16,202809,2629.0
T566112,C8527321,9/5/94,M,NEW DELHI,24362.58,22/8/16,104048,42.0
T447173,C7750130,28/11/90,M,MUMBAI,9103.15,16/8/16,164417,22.0
T907663,C7911228,8/8/88,F,NOIDA,9972.65,12/9/16,145615,293.5
T624518,C2040625,25/4/92,M,LUCKNOW,0.0,25/8/16,153203,117.0
T1017661,C8210512,15/1/86,M,VALPARAI,1216.36,13/9/16,191012,500.0
T807232,C8740520,14/1/87,M,SATARA,11699.96,4/9/16,215912,115.0
T725440,C3221012,1/8/82,F,MUMBAI,37398.76,2/9/16,101022,187.0
T337818,C7929666,24/7/84,M,THANE,3865.81,15/8/16,193243,1110.0
T465937,C2837085,25/11/85,M,CHANDIGARH,10050.02,21/8/16,152742,41.0
T33933,C6788886,12/3/94,M,PAREL MUMBAI,23695.8,25/9/16,205002,4950.0
T840047,C7232856,18/2/74,M,CHANDIGARH,184.97,9/9/16,154105,1300.0
T364513,C4171311,24/12/83,M,BANGALORE,49956.91,14/8/16,212743,650.0
T488047,C5127638,20/4/87,M,NEW DELHI,5431.26,20/8/16,165339,300.0
T951977,C4331847,10/2/91,M,NOIDA,11620.81,10/9/16,220554,542.0
T825395,C2314977,25/8/89,M,PATNA,74119.62,4/9/16,183855,78.0
T166146,C7713143,31/8/86,F,HYDERABAD,27373.77,4/8/16,134312,176.0
T87947,C6926558,30/7/79,M,BANGALORE,62595.75,1/8/16,122241,50.0
T885895,C9039281,1/1/1800,M,THORAIPAKKAM CHENNAI,1026.31,7/9/16,224146,7.4
T243886,C2187360,17/11/83,F,NEW DELHI,58728.1,7/8/16,184709,900.0
T197815,C2813582,30/9/92,M,PIMPLE SAUDAGAR PUNE,45.85,8/8/16,4438,65.0
T671060,C5039513,1/6/80,M,KHAIRNE THANE NAVI MUMBAI,46039.97,28/8/16,190656,213.36
T269462,C2116489,3/10/80,M,NEW DELHI,11963.04,12/8/16,190519,100.0
T62427,C2475689,10/7/84,M,MUMBAI,8121.21,2/8/16,93544,50.0
T142733,C6812618,27/9/91,M,MOHANPUR,30807.46,5/8/16,131125,2124.15
T685212,C3827329,20/9/93,F,PUNE,4693.22,30/8/16,215247,2361.0
T585861,C1722028,18/1/79,M,HYDERABAD,480577.41,22/8/16,204824,447.0
T587999,C5415315,28/7/57,M,VISAKHAPATNAM,17135.66,22/8/16,200329,1000.0
T964151,C5439383,3/4/86,M,MUMBAI,5969.23,10/9/16,122743,248.0
T17064,C8233661,19/12/86,M,GHAZIABAD,9000.24,26/9/16,205040,57.0
T847169,C3241380,16/6/85,M,AHMEDABAD,28773.3,9/9/16,84408,249.0
T207825,C5729743,13/5/90,M,NOIDA,7904.75,8/8/16,122321,40.0
T867184,C7934677,7/6/82,M,FARIDABAD,6717.71,8/9/16,125945,1498.0
T41017,C4223340,31/7/64,M,MUMBAI,39563.8,27/9/16,205856,1012.0
T121809,C3214022,3/11/88,M,THANE,31183.8,6/8/16,173328,671.0
T104242,C7227268,20/8/73,M,DELHI,20343.34,6/8/16,92635,840.0
T31076,C4117137,11/7/67,M,DELHI,11617.74,25/9/16,191439,700.0
T731785,C4012543,1/1/1800,F,GANDHIDHAM,232816.31,2/9/16,160734,18.0
T279659,C4935473,4/9/92,M,DELHI,265.18,11/8/16,204230,100.0
T613130,C7034750,29/11/82,M,LUCKNOW,322724.62,26/8/16,131057,3050.0
T647407,C1140753,5/2/87,M,NOIDA,4903.46,25/8/16,152305,200.0
T54672,C4938540,24/10/79,M,PUNE,5728.34,3/8/16,193952,1322.5
T684359,C8423826,15/7/62,F,ALWAR,44342.8,30/8/16,223616,827.0
T1010928,C7831488,16/6/92,F,BANGALORE,12558.52,14/9/16,232313,739.0
T555615,C7740561,1/1/1800,F,MUMBAI,552399.44,23/8/16,124659,24566.0
T396887,C7421335,26/8/87,M,NEW DELHI,482.5,13/8/16,210741,3105.0
T792337,C2515969,8/11/90,M,NASHIK,13284.57,5/9/16,114537,299.0
T37815,C7713916,20/6/79,M,BANGALORE,23623.02,30/9/16,131055,1481.0
T164182,C5210524,14/2/73,M,GURGAON,77768.66,4/8/16,120014,3431.0
T226390,C4029236,18/12/87,M,ROORKEE,328881.53,7/8/16,2056,10000.0
T193819,C4515067,5/12/86,M,JAIPUR,16275.48,9/8/16,185138,1195.0
T470144,C6840437,22/2/82,M,NOIDA,3105.35,21/8/16,214250,1000.0
T962140,C8550054,24/7/66,F,BANGALORE,11651.02,10/9/16,141712,459.52
T623581,C7729918,15/1/91,M,DEHRADUN,9.78,25/8/16,184449,755.42
T876247,C7112446,12/8/85,M,NEW DELHI,21.55,8/9/16,211515,220.0
T277397,C2129430,29/4/94,M,MARATHALLI OUTER RING RD BANGALORE,19937.27,11/8/16,80137,108.0
T683221,C5413720,6/12/76,M,PANCHKULA,16697.73,28/8/16,75325,1000.0
T444894,C8614645,7/8/82,M,THANE,205895.13,16/8/16,93157,766.0
T130187,C2537685,6/8/91,F,NORTH GOA,11707.02,6/8/16,200925,200.0
T471505,C6198365,10/6/93,M,PATNA,2286.2,21/8/16,215106,30.0
T798938,C6731853,19/5/92,M,HOSUR,378.26,5/9/16,161350,100.0
T835514,C4538680,25/12/92,M,DEWAS,78250.04,9/9/16,173103,72.81
T1015000,C4933054,22/8/87,F,NEW DELHI,32900.5,13/9/16,194302,219.0
T938716,C8815190,6/4/93,M,HARIDWAR,4659.96,11/9/16,162120,753.45
T10397,C2812389,,M,NEW DELHI,152491.04,27/9/16,164348,120.18
T339133,C7328320,16/4/85,M,JAIPUR,56349.04,15/8/16,192750,4299.0
T906538,C1841276,26/5/69,M,NOIDA,40268.5,12/9/16,135439,539.0
T53707,C1212460,30/12/92,F,BANGALORE,22787.5,3/8/16,175920,3625.0
T6986,C2037287,14/8/81,F,NEW DELHI,20494.87,25/9/16,232933,49.0
T525076,C1635211,1/1/1800,M,MUMBAI,,19/8/16,233252,1.0
T462100,C5810453,5/11/52,F,RAJKOT,8595.98,21/8/16,153028,299.0
T2267,C8924075,5/8/75,M,GURGAON,7060.46,21/10/16,152925,110.0
T273491,C8730887,23/5/91,M,MUMBAI,8010.36,11/8/16,40826,414.67
T677682,C5831255,10/5/55,M,CHENNAI VEGITABLES CHENNAI,128978.64,28/8/16,112628,721.0
T990627,C6975520,7/4/92,M,BANGALORE,649759.0,15/9/16,202211,781.0
T608898,C3038075,8/11/94,M,SURAT,72.92,26/8/16,65701,150.0
T46713,C3034666,18/2/87,F,NEW DELHI,4554.13,3/8/16,55513,70.0
T696468,C2171145,17/9/62,M,SURAT,2478.1,31/8/16,195945,40.0
T777607,C4389364,6/2/88,M,NARNAUL,3918.51,6/9/16,155856,250.0
T277872,C4542079,26/5/67,M,CHENNAI,3056.69,12/8/16,233133,50.0
T117199,C1427833,1/1/1800,M,GURGAON,25.13,6/8/16,50037,39.99
T628593,C1323543,15/4/86,F,AHMEDABAD,12703.97,25/8/16,153928,63.0
T280940,C6524559,29/12/93,M,LUDHIANA,392.47,11/8/16,105453,1100.0
T696983,C6939688,18/1/67,M,VIDISHA,29017.34,30/8/16,130553,6999.0
T555261,C8312381,10/9/93,M,BELGAUM,49019.71,22/8/16,95139,100.0
T206057,C8924548,30/1/80,M,KOTTAYAM,50629.19,8/8/16,134738,500.0
T508933,C4713657,8/10/95,M,MUMBAI,12349.34,19/8/16,180400,1425.0
T312594,C1911746,1/1/1800,M,UDAIPUR,369786.87,10/8/16,194404,292.0
T664557,C3524466,1/1/1800,M,BANGALORE,14424.91,28/8/16,210759,185.0
T12433,C3154082,17/1/86,F,MUMBAI,8148.9,27/9/16,163010,2000.0
T726193,C5454373,25/3/96,M,FARIDABAD,75.81,2/9/16,80307,20.0
T411718,C7426233,14/5/75,M,JAIPUR,3700.15,18/8/16,190001,1927.6
T328598,C6511447,21/1/87,F,MUMBAI,80714.38,15/8/16,123633,295.0
T986552,C7268564,1/1/1800,M,HYDERABAD,287259.07,15/9/16,1207,600.0
T700611,C1084834,3/5/85,M,ERNAKULAM,19.62,30/8/16,122345,100.0
T6999,C2617140,6/2/91,M,MUMBAI,7685.27,25/9/16,193603,240.0
T667478,C8832071,1/1/88,M,RUDRAPUR,53398.32,28/8/16,200007,170.0
T828819,C6830392,10/8/93,M,PRAKASAM DIST (AP),6250.46,4/9/16,133835,14.0
T518747,C8332486,5/12/90,M,MUMBAI,14931.62,19/8/16,232948,297.0
T1041631,C4516281,7/3/91,M,BALASORE,3828.62,18/9/16,144153,200.0
T414673,C1219526,26/6/94,M,BAGESHWAR,2899.65,18/8/16,135440,30.0
T66479,C6024416,23/5/75,M,UDAIPURA,13271.92,2/8/16,102649,289.29
T767357,C7138378,10/8/85,M,GURGAON,84348.94,1/9/16,5203,429.0
T582654,C2027315,13/1/93,M,DELHI,3215.36,22/8/16,201349,1588.0
T183783,C3268417,7/11/75,M,GHAZIABAD,46895.7,9/8/16,123906,300.0
T361892,C2715665,16/7/86,M,NEW DELHI,14776.01,14/8/16,180214,2660.0
T961577,C2899281,7/4/90,F,MUMBAI,164855.2,10/9/16,174000,740.0
T9554,C7130242,28/6/92,M,RANCHI,12330.03,25/9/16,202728,550.0
T692834,C2034671,9/12/82,M,NAVI MUMBAI,2168.98,31/8/16,230525,3331.0
T593052,C1279492,15/7/80,M,GURGAON,151938.38,27/8/16,203814,1846.0
T578248,C7785074,26/8/92,M,KURUKSHETRA,627.17,22/8/16,204212,240.0
T245404,C4122148,29/12/91,M,SINDHUDURG,214.24,7/8/16,184405,810.0
T792997,C2112970,21/7/62,M,DELHI,18361.26,5/9/16,83807,700.0
T374312,C7520384,1/4/89,M,KOHIMA,7632.1,13/8/16,135510,120.0
T930592,C5831622,17/12/83,M,BANGALORE,80.41,11/9/16,164748,679.0
T92773,C2414612,17/10/91,F,THANE,8483.79,27/9/16,184117,750.0
T605168,C7341646,25/6/86,M,GURGAON,22777.56,25/8/16,110114,177.0
T987085,C7822378,20/4/82,M,DELHI,89859.92,15/9/16,235814,3806.0
T1004714,C1622411,26/2/93,F,CHENNAI,204.65,14/9/16,145953,25.0
T377135,C3610740,2/12/80,M,NOIDA,14362.43,13/8/16,134025,394.0
T973768,C3942039,5/4/93,M,CHIKMAGALUR,7277.74,15/9/16,161453,70.0
T847573,C8061169,16/2/74,M,BHIWADI,1170.87,9/9/16,121240,200.0
T839564,C6828187,1/1/1800,M,AMBALA CANTT,102204.43,9/9/16,162319,2078.0
T208717,C3914932,11/8/53,M,BAREILLY,1227027.45,3/9/16,131756,107.0
T218513,C8376089,28/3/83,M,NASHIK,405988.15,7/8/16,3914,1230.0
T171272,C6138138,31/1/86,F,NEW DELHI,305142.03,4/8/16,183508,3760.0
T907647,C6527657,7/12/79,M,JIND,62021.79,12/9/16,61735,60.0
T205222,C3041068,18/2/92,M,E VASAI PALGHAR THANE,36143.42,8/8/16,143456,155.0
T513662,C4657480,17/9/83,M,MUMBAI,13728.98,19/8/16,203703,88.0
T559800,C2610759,4/12/96,M,DUNGARPUR,24021.79,22/8/16,141335,100.0
T106591,C5594859,27/7/84,F,UDAIPUR,50255.86,6/8/16,81206,300.0
T341561,C6819311,15/1/92,M,DELHI,8230.62,15/8/16,213026,230.0
T751628,C3640439,10/3/81,M,NEW DELHI,19099.42,1/9/16,210256,228.78
T437736,C6036992,30/9/85,M,PATIALA,125761.51,17/8/16,225917,1443.0
T369835,C3338669,2/6/93,F,THANE,6455.58,14/8/16,205814,699.0
T828198,C7828079,1/1/1800,F,GURGAON,260.62,4/9/16,160120,5000.0
T781126,C1374149,15/9/95,F,MUMBAI,65356.35,6/9/16,161847,137.18
T253678,C4412678,4/3/48,M,BELGAUM,218937.4,12/8/16,73518,6970.0
T360773,C9023586,24/2/91,F,BANGALORE,1055.9,14/8/16,165454,1000.0
T28080,C8627278,10/7/84,M,AURANGABAD,42691.21,25/9/16,210309,2610.27
T812425,C3530918,15/6/74,M,HYDERABAD,516566.0,4/9/16,200205,1060.0
T92279,C2573225,1/1/1800,M,DEHRADUN,8114.96,22/9/16,135420,305.75
T866343,C3835386,23/10/93,M,DELHI,15692.52,8/9/16,170459,660.0
T317724,C7331348,30/1/86,M,NEW DELHI,3983.38,10/8/16,203353,700.0
T188595,C1213454,23/7/83,M,MUMBAI,812.99,9/8/16,140808,1329.82
T611745,C6721124,2/1/88,M,HALOL,8539.44,26/8/16,81258,99.0
T1041488,C9056178,13/1/73,M,AMBUR VELLORE,6178.0,18/9/16,123848,250.0
T1042836,C1134384,5/12/87,F,NOIDA,493206.75,18/9/16,120648,836.0
T278742,C5130142,3/12/90,M,JAUNPUR,4295.78,11/8/16,112551,100.0
T309117,C2715853,2/5/88,M,BANGALORE,697.15,10/8/16,181119,268.0
T767537,C5113191,29/11/92,M,DELHI,4065.42,1/9/16,41441,350.0
T736465,C3113760,5/7/81,M,NEW DELHI,12039.22,2/9/16,172013,795.0
T208137,C3912470,22/5/87,F,BANGALORE,14685.63,8/8/16,163824,49.0
T1018813,C5337442,2/5/89,M,NORTH 24 PARGANAS,13618.92,13/9/16,212607,680.0
T505742,C4360950,11/4/75,M,KOLKATA,50.3,19/8/16,918,11.0
T63752,C8711155,22/6/88,M,LUDHIANA,19828.45,3/8/16,221319,156.0
T869323,C6439559,12/12/86,F,UTTAR DINAJPUR,295.47,8/9/16,162918,50.0
T510059,C2545565,1/1/1800,M,NEW DELHI,5052.81,19/8/16,111806,1799.66
T542857,C8536854,29/12/92,M,PRAKASAM,5020.07,23/8/16,101149,200.0
T800733,C7642613,4/2/91,F,GUWAHATI,117.93,5/9/16,164527,250.0
T13138,C1226091,8/12/94,M,GURGAON,4583.38,22/9/16,132453,50.0
T314902,C2519114,2/5/88,F,DEHRADUN,112475.73,10/8/16,224217,2743.0
T704038,C6121575,19/7/90,M,PUNE,11379.7,30/8/16,103447,104.95
T1026013,C7219484,2/6/87,M,PUNE,6116.17,13/9/16,153254,225.0
T872099,C4830376,1/8/68,F,DUBAI,74.88,8/9/16,173515,293.0
T539844,C3037538,19/10/94,F,BANGALORE,109297.72,22/8/16,5611,100.0
T1021715,C8699456,5/5/59,M,BANGALORE,7627.61,13/9/16,183558,348.97
T414904,C8511316,16/12/76,F,KOLKATA,190470.42,18/8/16,192809,1260.0
T361072,C8919025,16/2/94,F,CHITTO0R,7594.85,14/8/16,183341,2348.0
T767920,C1010923,11/4/86,F,BANGALORE,16748.07,6/9/16,213359,117.0
T396251,C8871522,12/1/81,M,AHMEDABAD,261064.17,18/8/16,101557,151.0
T192442,C5529683,27/10/93,F,SAMBHAL,58125.63,9/8/16,174805,50.0
T563621,C4882137,30/7/80,M,CHENNAI,31085.67,27/8/16,173509,4770.0
T1040285,C5024557,15/2/93,M,NOIDA,208246.9,18/9/16,142000,2999.0
T1047575,C1039832,17/8/87,M,VADODARA,9847.16,18/9/16,174939,710.0
T839267,C2021463,10/7/83,M,DELHI,35735.12,4/9/16,112556,500.0
T851170,C3628771,1/1/1800,M,NOIDA,438.5,9/9/16,10843,2223.0
T895282,C7735272,30/12/96,M,ALWAR,39670.01,7/9/16,135736,200.0
T982446,C3613043,21/2/73,F,NEW DELHI,91517.95,15/9/16,184421,1000.0
T210294,C1612850,7/5/58,F,GURGAON,6553.94,3/9/16,141552,350.0
T873822,C3917356,4/9/85,F,PUNE,13817.65,8/9/16,191748,199.0
T421233,C1524979,15/8/95,M,MUMBAI,12694.87,17/8/16,101055,110.0
T898609,C1313368,13/9/93,M,CHENNAI,1557.87,7/9/16,102222,800.0
T49933,C7117115,29/1/74,F,MUMBAI,63962.4,3/8/16,143517,4199.0
T686765,C3429489,23/10/90,M,MUMBAI,112.53,30/8/16,71445,50.0
T233097,C2072522,5/9/82,M,GURGAON,69.57,7/8/16,123218,6335.03
T429835,C4722382,1/5/92,F,SEPAHIJALA,92.03,17/8/16,201833,100.0
T427771,C3047288,8/6/73,F,GURGAON,142014.59,17/8/16,172927,178.0
T1098,C4754947,8/7/90,M,DELHI,252836.65,21/10/16,211318,1000.0
T418626,C2878780,29/3/91,F,GURGAON,318888.66,17/8/16,114643,906.0
T667090,C7864832,20/7/88,M,MUMBAI,21874.06,28/8/16,122223,695.0
T658991,C4136936,1/1/1800,M,NEW DELHI,1532848.5,31/8/16,180329,2000.0
T1032336,C4435116,17/10/87,M,NAGPUR,548.04,13/9/16,104008,160.0
T355314,C4831841,2/7/86,F,HYDERABAD,29972.87,14/8/16,143018,626.0
T159354,C7110719,25/8/93,M,BANGALORE,18498.78,4/8/16,91652,100.0
T125631,C7985263,27/10/90,F,ALLAHABAD,17978.45,6/8/16,191959,374.0
T871961,C4021769,15/12/91,M,KANGRA,3823.25,8/9/16,173144,40.0
T777960,C4733829,1/1/94,M,DELHI,7640.11,6/9/16,170007,200.0
T469930,C5139112,16/10/83,M,MUMBAI,64389.91,21/8/16,215144,282.0
T686196,C6623730,13/7/91,M,PUNE,399.97,30/8/16,160443,100.0
T745498,C5228352,20/12/78,M,ZIRAKPUR,70042.55,2/9/16,210616,1813.0
T517834,C8218122,22/4/93,F,GURGAON,4195.05,19/8/16,215306,687.0
T18384,C4338952,9/11/91,F,LATEHAR,21404.84,26/9/16,182640,165.0
T923100,C3221047,13/12/82,M,KOLKATA,7910.56,11/9/16,100135,440.0
T213897,C1713958,16/6/83,M,GREATER NOIDA,143.61,8/8/16,135723,899.0
T41148,C7816061,13/4/87,M,CHENNAI,16900.8,27/9/16,192235,796.0
T690060,C6022464,1/12/93,M,COIMBATORE,22627.54,30/8/16,193446,556.0
T909941,C7425763,9/6/80,M,CHANDIGARH,2100.38,12/9/16,122533,1300.0
T167583,C7459073,20/8/83,M,RANGA REDDY,462.02,4/8/16,202914,411.0
T730516,C4836168,2/1/83,M,ROAD PUNE,353.24,2/9/16,112017,160.0
T812686,C5080852,11/9/91,F,DELHI,104.15,5/9/16,215513,99.0
T657440,C6877617,13/8/89,M,HOWRAH,864.48,31/8/16,142633,35.0
T607481,C6717525,22/6/77,M,BAMBOLIM,246292.37,26/8/16,92200,26455.6
T320442,C7031711,15/6/90,F,GURGAON,6665.14,15/8/16,11809,220.0
T858570,C4133981,7/1/91,F,NAVI MUMBAI,1157.66,8/9/16,83534,300.0
T665944,C5827317,9/7/78,M,AHMEDABAD,844.89,28/8/16,172043,300.0
T597046,C7443041,9/5/85,M,NOIDA,166097.54,25/8/16,132115,1400.0
T564302,C5062129,30/8/86,M,NAGPUR,56186.52,27/8/16,41551,30.0
T1040390,C6532073,23/3/90,M,NASHIK,30186.22,18/9/16,123536,1000.0
T671106,C6929841,1/1/1800,F,MUMBAI,43422.05,28/8/16,200401,15990.0
T112911,C3215134,17/9/85,M,DISTT HOSHIARPUR,20122.41,6/8/16,102839,1310.0
T16409,C5037365,28/9/77,F,BANGALORE,1592988.2,26/9/16,163249,298.0
T124323,C2923649,9/7/73,M,VIJAYAWADA,53180.83,6/8/16,193311,8052.0
T100998,C2711230,11/5/89,M,MUMBAI,44217.57,1/8/16,184454,1390.0
T751427,C3710192,2/5/70,M,ZIRAKPUR,96457.52,1/9/16,203356,459.62
T263490,C7122446,20/3/93,M,REWARI (HARYANA),6173.77,12/8/16,141707,220.0
T1014974,C6032235,26/9/84,M,NASHIK,4140.4,13/9/16,193517,750.0
T111936,C6715172,4/12/93,M,DELHI,71.17,6/8/16,171608,40.0
T281842,C3484891,3/5/85,M,ERNAKULAM,19.62,11/8/16,125422,568.0
T379114,C8824291,4/5/90,M,KANPUR DEHAT,332.45,13/8/16,143915,100.0
T1028207,C5942526,28/9/92,M,GURGAON,18438.54,13/9/16,133116,100.0
T838959,C1939339,14/6/90,F,GURGAON,37903.35,9/9/16,175739,12305.0
T908249,C2637460,1/1/1800,M,MOHALI,39578.78,12/9/16,152119,2325.0
T326872,C8118717,1/1/1800,F,NAVI MUMBAI,1312861.93,15/8/16,124849,100.0
T711829,C8370261,8/7/97,M,KRISHNA DISTRICT,5073.52,3/9/16,174345,798.0
T383711,C5442863,17/1/84,F,LUCKNOW,331304.84,13/8/16,164751,1380.0
T820775,C8984716,27/10/73,M,BANGALORE,53034.37,4/9/16,205150,900.0
T56192,C3722384,10/11/88,M,SAS NAGAR,30528.86,3/8/16,203131,80.0
T972962,C3736658,20/3/81,F,CHANDIGARH,6321.66,10/9/16,104934,460.0
T720507,C8121879,11/11/94,F,NOIDA,10326.11,3/9/16,213541,2238.5
T4511,C8030818,12/7/84,M,MUMBAI,51448.78,23/9/16,190940,340.0
T626109,C5114716,1/1/1800,M,DELHI,42248.73,29/8/16,223526,351.0
T412352,C8616914,27/2/78,M,MUMBAI,36875.62,18/8/16,150416,261.0
T829755,C7019677,1/1/1800,F,NEW DELHI,60213.45,4/9/16,182457,521.0
T601305,C5138350,30/12/91,M,THANE,12081.79,25/8/16,43545,45.0
T248543,C8747114,1/6/89,M,JHAJJAR,41513.05,12/8/16,104954,606.9
T714817,C2911171,10/12/83,M,PANIPAT,5.0,3/9/16,193350,1288.0
T996814,C8222938,10/8/74,M,MUMBAI,270.63,14/9/16,131315,215.0
T726130,C1542427,6/9/89,M,HYDERABAD,725.52,2/9/16,85436,20.0
T534637,C8714614,2/8/89,M,DHARMAPURI,43868.29,24/8/16,193613,5990.0
T832263,C5341979,7/3/74,M,THANE,80554.92,4/9/16,131252,896.0
T222362,C2523025,17/8/84,M,CHENNAI,10944.94,8/8/16,210133,269.0
T27286,C8535522,1/1/1800,M,BHUBANESHWAR,317398.31,25/9/16,201309,2000.0
T64795,C5448788,1/1/1800,M,TIRUPPUR,3132.53,2/8/16,95217,288.0
T1039721,C1733928,2/2/79,F,NAVIMUMBAI,84061.8,18/9/16,160545,802.0
T1013898,C4717672,27/10/79,M,DASUYA,8949.25,14/9/16,224506,200.0
T411464,C6940621,4/8/83,M,THANE,2988.45,18/8/16,183356,30.0
T360671,C2019730,2/5/70,M,BANGALORE,7008.55,14/8/16,203950,154.0
T567879,C1928390,13/11/93,F,AMBALA,911.36,22/8/16,141259,150.0
T503984,C5129867,4/8/90,F,DELHI,6.98,19/8/16,2233,300.0
T891566,C6441446,24/7/84,M,BANGALORE,6094.75,7/9/16,173635,1598.0
T201536,C5927814,25/6/74,M,MUMBAI,12514.22,9/8/16,212420,600.0
T717320,C5422521,6/10/78,M,DELHI,17901.82,3/9/16,190819,260.0
T500992,C1435361,15/3/79,M,CHENNAI,12816.62,20/8/16,200507,469.0
T464842,C3130480,16/11/87,M,COIMBATORE,15163.65,21/8/16,125619,435.0
T70571,C6012379,13/7/80,M,DELHI,237219.19,2/8/16,175322,866.6
T823264,C2713367,14/10/93,M,GURGAON,949.87,4/9/16,204920,190.0
T950402,C5029932,13/9/92,M,HADPSAR I C PUNE,24495.4,11/9/16,235635,248.0
T436947,C2430246,3/9/95,F,NEW DELHI,13.3,17/8/16,214304,180.0
T978398,C6312050,17/8/81,M,PUNE,338455.99,15/9/16,143543,1036.0
T824320,C3728580,9/10/89,M,GURGAON,2229.48,4/9/16,133950,1100.0
T203117,C9024868,29/2/80,M,KOLKATA NEAR COLLEGE MORE KOLKATA,65352.36,8/8/16,123048,670.0
T370291,C2420075,10/7/91,M,GURGAON,10.4,14/8/16,220644,156.0
T995998,C7842723,27/9/90,M,CHENNAI,8532.1,15/9/16,202850,270.0
T922178,C6839164,18/2/71,M,HYDERABAD,77901.41,11/9/16,100358,5623.0
T727908,C4339244,13/8/93,F,HAPUR,2.44,2/9/16,103850,179.0
T302881,C7140786,1/1/1800,F,SECUNDERABAD,161236.76,10/8/16,115837,3700.0
